company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
"Hammer + Walsh Design, Inc.",Landscape architectural services   ,,SBE,SVOB,Yes,Yes,"41 Fuller Brook Avenue, Needham, MA 02492",Needham,MA,02492,David Walsh,"David Walsh, President",(617) 439-0125,(617) 426-0046,nh@hammerwalsh.com,WWW.HAMMERWALSH.COM,Corporation,No,01/01/2010,Less than 10,"LD - Landscaping (Design, Architects)",,,541320 - Landscape Architectural Services,,,30120000 - Roads and landscape,,
"Hapi African Gourmet, LLC",Producer of food for wholesale through stores and institutional food service; they sell their products at farmers markets,MWBE,,,Yes,Yes,"196 Quincy Street, Dorchester, MA 2121",Dorchester,MA,2121,Paulette Ngachoko,,(617) 608-8933,,pngachoko@hapiafricangourmet.com,,Limited Liability Company,No,01/01/2017,Less than 10,"FD - Food Products, Services",,,311999 - All Other Miscellaneous Food Manufacturing ,,,50190000 - Prepared and preserved foods,,
"HealthDataViz, LLC",Data visualization consulting and training for healthcare and public health organizations,WBE,,,Yes,No,"4 Longfellow Place, #3505, Boston, MA 2114",Boston,MA,2114,Sandra Lawson,,(617) 653-6608,,sandy@healthdataviz.com,,Limited Liability Company,No,01/01/2013,Less than 10,"COH - Consultants: Health, Psychological",,,541690 - Other Scientific and Technical Consulting Services,,,,,
Heather Buechler Art,Fine art retail; prints; framing; commissions,WBE,,,No,Yes,"450 Harrison Avenue, #215, Boston, MA 2118",Boston,MA,2118,Heather Buechler,,(617) 388-4576,,heatherbuechlerart@gmail.com,,Sole Proprietorship,No,01/01/2000,Less than 10,GM - Retail Sales of Art & Framing,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,RT - Retail Sales of Art & Framing,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores) ,"711510 - Independent Artists, Writers, and Performers ",,82150000 - Professional artists and performers,,
Heritage Flag Company,"Custom order flags, banners and signs; flagpole installation  ",WBE,SLBE,,No,Yes,"100 Franklin Street, Allston, MA 2134",Allston,MA,2134,Amy MacDonald,,(617) 388-7437,,amy@heritageflag.com,,Corporation,No,01/01/1961,Less than 10,RT - Retail Sales of Art & Framing,,,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores) ,238990 - All Other Specialty Trade Contractors,314999 - All Other Miscellaneous Textile Product Mills ,,,
"Hicks Auto Body, Inc.",Auto Body Repair and Refinishing; Auto Detailing and Reconditioning,MBE,SLBE,,Yes,Yes,"10 Talbot Ave, Dorchester, MA 02124-2903",Dorchester,MA,02124-2903,"Willie Hicks, Jr.",,(617) 825-1545,(617) 825-8495,hicksautobody@aol.com,www.hicksautobodyinc.com,Corporation,No,01/01/1970,Less than 10,"AU - Automobile (Sales, Services, Leasing, Rental)",,,"811121 - Automotive Body, Paint, and Interior Repair and Maintenance ",811192 - Car Washes ,811118 - Other Automotive Mechanical and Electrical Repair and Maintenance ,25100000 - Motor vehicles,,
"Highland Development Group, LLC",Real estate development and consulting services,MBE,SLBE,,No,No,"14 John Eliot Square, Suite 2D, Roxbury, MA 2119",Roxbury,MA,2119,Armindo Goncalves,,(617) 319-0745,,hdgconsultants@gmail.com,,Limited Liability Company,No,01/01/2020,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531390 - Other Activities Related to Real Estate ,,,,,
"Hogu Technology Services, LLC",Information technology; computer systems networking; cloud solutions; 3D visualization; network security; technical support; computer repair and recovery   ,MBE,,,Yes,No,"7 Holburn Street, Boston, MA 2121",Boston,MA,2121,Harris Hogu,,(617) 642-6098,,info@htservices-llc.com,,Limited Liability Company,No,01/01/2018,Less than 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",,,,,,,,
"Hilton Realty, Inc.","Real estate sales, rentals, property management, project management, and marketing research   ",MWBE,SLBE,,Yes,Yes,"35 Bailey Street, Dorchester, MA 2124",Dorchester,MA,2124,Meichelle Ferguson,,(617) 905-9527,,meichelle@hiltonrealtyhomes.com,,Corporation,No,01/01/2018,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",RS - Residential Services,,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses) ,541910 - Marketing Research and Public Opinion Polling,541922 - Commercial Photography ,,,
"Home Is Best Home Care, LLC",Home care services,MWBE,,,No,No,"336 Baker Avenue, Concord, MA 1742",Concord,MA,1742,Jaria Mukasa,,(978) 435-3775,(978) 405-2103,jaria@homeisbestcare.com,,Limited Liability Company,No,01/01/2014,Less than 10,"AHS - Health Care (Providers, Services)",ES - Elderly Services,,621610 - Home Health Care Services,,,,,
"Hoon Construction Services, Inc.","Commercial painting, floor covering, drywall and related construction and installation services, as permitted under Chapter 156B; supply construction materials, i.e. kitchen/bathroom cabinets, appliances, etc.; interior/exterior design services; small scale real estate development   ",MWBE,SBE,,No,No,"14 Page Terrace, Stoughton, MA 2072",Stoughton,MA,2072,Shelley Hoon,,(617) 697-2215,,shoon@hooncs.com,,Corporation,Yes,01/01/2004,Less than 10,PA - Painting and Papering Contractors,"FL - Floor Contractors (Carpet, Tile, Linoleum)",CA - Carpentry,238990 - All Other Specialty Trade Contractors,238330 - Flooring Contractors,236118 - Residential Remodelers ,,,
"Host Events, Inc.",Service providing insured bartenders for corporate events   ,MWBE,SLBE,,No,No,"522 East 6th Street, Boston, MA 2127",Boston,MA,2127,Nina Carazas,,(339) 203-5923,,hello@hostdrinks.com,,Corporation,No,01/01/2017,Less than 10,CT - Catering,,,722320 - Caterers,,,,,
Hub Glass Services Inc.,"Furnish and/or install glass and safety glazing material into windows, storefronts, mirrors, etc.; suppliers of auto glass, mirrors, tub enclosures   auto glass, mirrors, tub enclosures",WBE,SBE,,Yes,No,"216 McGrath Highway, Somerville, MA 2143",Somerville,MA,2143,Sharon Tankel,,(617) 625-6661,(617) 625-0223,hubglass@aol.com,,Corporation,Yes,01/01/1931,20-Nov,GG - Glass/Glazing Contractors,"MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",RT - Retail Sales of Art & Framing,238150 - Glass and Glazing Contractors ,,,,,
"Hubbell Group, Inc. The",Media relations; editorial services; crisis communications; speech writing; social media; speakers bureau; internal communications message development; subject matter expert (SME) development; public relations and marketing; content marketing   ,WBE,SBE,,Yes,Yes,"859 Willard Street, Quincy, MA 2169",Quincy,MA,2169,Constance Hubbell,,(781) 878-8882,(781) 878-8883,hubbell@hubbellgroup.com,,Corporation,No,01/01/1995,20-Nov,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,COP - Consultants: Public Relations,COE - Consultants: Editorial,541820 - Public Relations Agencies,541613 - Marketing Consulting Services ,,,,
Hunter Signs,"Signage, awnings, vehicle lettering, banners, etc.   ",MWBE,SLBE,,No,No,"120 Business Street, Hyde Park, MA 2136",Hyde Park,MA,2136,Wanda Hunter,,(617) 347-6734,(617) 360-9711,huntersigns@rcn.com,,Sole Proprietorship,No,,Less than 10,PT - Printers,,,541430 - Graphic Design Services,,,55100000 - Printed media,,
Hurst Landscape and Site Services Inc.,"Contract landscape construction and site services including plantings, lawns, excavation, drainage, pavers, and walls",MBE,SLBE,,Yes,Yes,"24 Idaho Street, Mattapan, MA 02126",Mattapan,MA,02126,David Hurst,David Hurst - President,(617) 333-7431,(617) 333-7433,dhurst9425@aol.com,hurstlandsapeandsite.com,Corporation,Yes,01/01/1993,Less than 10,,,,561730 - Landscaping Services,238140 - Masonry Contractors ,238910 - Site Preparation Contractors,11110000 - Earth and stone,21100000 - Agricultural and forestry and landscape machinery and equipment,
Hyggemail dba Minuteman Press Natick,High quality print products; design services; managing work flow of corporate accounts   ,MWBE,,,Yes,No,"251 W. Central Street, Natick, MA 1760",Natick,MA,1760,Pramitha Chowrira,,(508) 655-0875,(508) 653-1185,info@mpnatick.com,,Limited Liability Company,No,01/01/2017,Less than 10,PT - Printers,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,323111 - Commercial Printing (except Screen and Books) ,541430 - Graphic Design Services,511199 - All Other Publishers ,55100000 - Printed media,,82121500 - Printing Services
Hypnalgesics LLC dba Comfort Talk,Communication and interpersonal skill training; training of helathcare professionals in better managing patients' and their own stress   ,WBE,SBE,,No,No,"157 Ivy Street, Brookline, MA 2446",Brookline,MA,2446,Elvira Lang,,(978) 404-9724,(617) 734-9087,drevlang@gmail.com,,Limited Liability Company,No,01/01/2006,Less than 10,COG - Consultants: Human Resources,"COH - Consultants: Health, Psychological",TA - Training (see also ED),611430 - Professional and Management Development Training ,611710 - Educational Support Services,,,,
Imex Cargo LLC,"Transportation, logistics, air freight, trucking   ",WBE,SLBE,,No,Yes,"440 William F. McClellan Highway, East Boston, MA 2128",East Boston,MA,2128,Michelle DeFronzo,,(617) 718-4639,,michelle@imexcargo.com,,Limited Liability Company,No,01/01/2000,Less than 10,COU - Consultants: Transportation,TK - Trucking (Waste Disposal Commodities Transport),DI - Direct Mail Services,481112 - Scheduled Freight Air Transportation ,"484110 - General Freight Trucking, Local ",,,,
In Order Business Development Solutions,"Diversity, Equity and Inclusion Consultant providing diversity strategies, tracking, monitoring and management, MBE/WBE/VBE/DBE outreach, and community relations.  Technical Assistance Provider, providing diverse business certification services and contractor pre-qualifications.",MWBE,SLBE,,No,Yes,"P.O. Box 190573, Roxbury, MA 2119",Roxbury,MA,2119,Shelley Webster,"Shelley Webster, Owner",(617) 719-7869,,shelley@inorderbusiness.com,www.inorderbusiness.com,Sole Proprietorship,No,01/01/2014,Less than 10,COM - Consultants: Management,TA - Training (see also ED),,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,,80100000 - Management advisory services,,
"Indput, LLC",Commercial real estate consulting and technologies,MBE,,,Yes,No,"645 Walk Hill Street, Boston, MA 2126",Boston,MA,2126,Justin Mott,,(617) 237-0717,,indputllc@gmail.com,,Limited Liability Company,No,01/01/2018,Less than 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,,531390 - Other Activities Related to Real Estate ,,,,,
"Innovee Consulting, LLC",Public asset management; IT staff augmentation; customer service management,MBE,SBE,,No,No,"575 Lexington Avenue, 4th Floor, New York, NY 10022",New York,NY,10022,Sachin Garg,,(646) 531-4899,,govt@innovee.com,,Limited Liability Company,No,01/01/2014,Less than 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,COT - Consultants: Telecommunications,541512 - Computer Systems Design Services ,541511 - Custom Computer Programming Services ,541611 - Administrative Management and General Management Consulting Services ,,,
"Interstate Rental Service, Inc.",Rental equipments and services for special events   ,,SLBE,,No,Yes,"384 Amory Street, Boston, MA 2130",Boston,MA,2130,Edward Jacobs,,(617) 522-6200,(617) 522-0136,info@interstaterentalservice.com,,Corporation,No,01/01/1935,Less than 10,EP - Equiment Rental (Heavy Construction),,,,532310 - General Rental Centers,,,,
"Intueor Consulting, Inc.",Management consulting services; strategic advisory services; strategic planning; program and project management; business transformation; procurement assistance; organizational change management; transit and transportation,MBE,,,Yes,No,"7700 Irvine Center Drive, Irvine, CA 92618",Irvine,CA,92618,Vijay Mididaddi,,(949) 753-9010,,nandivada@intueor.com,,Corporation,No,01/01/2005,21 - 40,BU - Business Management Consultants,COU - Consultants: Transportation,,541611 - Administrative Management and General Management Consulting Services ,,,,,
"J & S Valve, Inc.",Manufacturers of valves for pipeline flow control   ,WBE,SBE,,No,No,"2323 1st Street, Huffman, TX 77336",Huffman,TX,77336,Stacie Bolender,,(281) 324-3990,(281) 324-4595,smb@jandsvalve.com,,Corporation,Yes,01/01/2004,Less than 10,MU - Manufacturers,SU - Suppliers,,332919 - Other Metal Valve and Pipe Fitting Manufacturing ,,,,,
"J. Thibert Architectural Woodwork Installation, Inc.",Finish carpentry,WBE,,,Yes,No,"14 Amherst Road, Wilmington, MA 01887",Wilmington,MA,01887,Lucia Thibert,"Lucia Thibert, President",(617) 359-8330,,luciafthibert@icloud.com,,Corporation,Yes,01/01/2016,Less than 10,CA - Carpentry,,,238350 - Finish Carpentry Contractors,,,72110000 - Residential building construction services,,
"J.F. Shine Mechanical, Inc.",General and mechanical contractor supplying and installing plumbing and HVAC equipment and coordinating all associated trades,WBE,SLBE,,Yes,Yes,"2383 Centre Street, West Roxbury, MA 2114",West Roxbury,MA,2114,Anne Shine,,(617) 325-6300,(617) 325-6314,,,Corporation,Yes,01/01/1980,20-Nov,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",PB - Plumbing,GC - General Contractors,,,,,,
"Jackson Glass, Inc."," Mirror and Plate Glass Installation; Storefront Installation, Residential Commercial Glass",WBE,,,Yes,No,"511 CUMMINS HWY, Roslindale, MA 2131",Roslindale,MA,2131,Sandra DiMino,"Barbara Graffeo, Owner",(617) 522-0525,(617) 522-5506,lili@jacksonglassinc.net,,Corporation,Yes,01/01/1947,21 - 40,GG - Glass/Glazing Contractors,,,327215 - Glass Product Manufacturing Made of Purchased Glass ,,,30170000 - Doors and windows and glass,,
"JaMa Professional Cleaning, Inc.",Building services company,MWBE,,,Yes,Yes,"17 Alvarado Avenue, Boston, MA 2136",Boston,MA,2136,Maria Rivera Brown,,(617) 899-4389,,maria@jamapro.com,,Sole Proprietorship,No,01/01/2011,Less than 10,"JA - Janitorial Services/Supplies (see also MA, RS)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",,561720 - Janitorial Services ,,,76110000 - Cleaning and janitorial services,,
Jamaica Plain Neighborhood Development Corporation,Community development; economic development; affordable housing development   community and merchant organizing,MBE,,,Yes,Yes,"31 Germania Street, Jamaica Plain, MA 2130",Jamaica Plain,MA,2130,Teronda Ellis,,(617) 522-2424,(617) 524-3596,tellis@jpndc.org,,Corporation,No,01/01/1977,21 - 40,EC - Economic Development,"RE - Real Estate (Development, Management, Sales and Appraisals)","EM - Employement (see also OS, TR)",,,,,,
"Janey Construction Management & Consulting, Inc.",General building construction; general contracting; construction managers; owner representative; resident engineer; inspection; program management   ,MBE,SLBE,,Yes,No,"236 Huntington Avenue, Boston, MA 2115",Boston,MA,2115,Gregory Janey,,(617) 267-6200,(617) 267-6208,swebster@janeyco.com,,Corporation,Yes,01/01/2005,20-Nov,GC - General Contractors,CN - Construction Management: Small Commercial Projects,COM - Consultants: Management,236220 - Commercial and Institutional Building Construction ,541611 - Administrative Management and General Management Consulting Services ,"541614 - Process, Physical Distribution, and Logistics Consulting Services ",,,
Jazzy Sportswear Promotional Company,Screen printing; embroidery; promotional products   ,MBE,,,No,Yes,"90 Munroe Street, Lynn, MA 1901",Lynn,MA,1901,Vincent Williams,,(781) 593-7197,(781) 593-7197,jazzypc@jazzysportswear.com,,Sole Proprietorship,No,01/01/1997,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,AL - Apparel,,323113 - Commercial Screen Printing ,,,,,82121500 - Printing Services
JC & P Creative,Multicultural marketing/advertising; branding; web development; audio-visual; editorial design   ,MBE,SLBE,,No,Yes,"8 Faneuil Hall Market Place, Boston, MA 2109",Boston,MA,2109,Javier Parra,,(617) 824-0028,(617) 391-3016,,,Sole Proprietorship,No,01/01/2012,Less than 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,541613 - Marketing Consulting Services ,541810 - Advertising Agencies,541890 - Other Services Related to Advertising ,,,
JC Power Connect,"Energy consulting (solar 3rd party rate reduction, non-profit funding), financial restorative services, essential services for businesses ",MWBE,SBE,,No,No,"5 Milton Street, Cambridge, MA 2140",Cambridge,MA,2140,Judy Cazeau,,(617) 669-2073,,jcpowerconnect@gmail.com,,Sole Proprietorship,No,01/01/2019,Less than 10,CON - Consultants: Environmental,,,541690 - Other Scientific and Technical Consulting Services,221118 - Other Electric Power Generation ,221122 - Electric Power Distribution ,,,
